current_account_nbr,transaction_type,cycle,first_purchase_ind,us_conversion
Cwk86lcxFdjYfRWG,SALE,5,N,189.55
Cwk86lcxFdjYfRWG,SALE,7,N,0.0
Cwk86lcxFdjYfRWG,SALE,8,N,0.0
Cwk86lcxFdjYfRWG,SALE,9,N,0.0
Cwk86lcxFdjYfRWG,SALE,10,N,0.0
Cwk86lcxFdjYfRWG,SALE,11,N,0.0
Cwk86lcxFdjYfRWG,SALE,12,N,0.0
CxBitwgbpdt1c8Dq,SALE,1,N,25.0
CxBitwgbpdt1c8Dq,SALE,6,N,186.35
CxBitwgbpdt1c8Dq,SALE,10,N,158.99
CxBitwgbpdt1c8Dq,SALE,11,N,26.39
CzIcAaKp92qSTmoO,SALE,1,N,1606.12
CzIcAaKp92qSTmoO,SALE,2,N,5252.639999999999
CzIcAaKp92qSTmoO,SALE,3,N,1210.54
CzIcAaKp92qSTmoO,SALE,4,N,409.3
CzIcAaKp92qSTmoO,SALE,5,N,1225.49
CzIcAaKp92qSTmoO,SALE,6,N,1093.8600000000001
CzIcAaKp92qSTmoO,SALE,7,N,1189.17
CzIcAaKp92qSTmoO,SALE,8,N,2415.54
CzIcAaKp92qSTmoO,SALE,9,N,1372.45
CzIcAaKp92qSTmoO,SALE,10,N,2517.08
CzIcAaKp92qSTmoO,SALE,11,N,1154.74
CzIcAaKp92qSTmoO,SALE,12,N,2132.46
CzKtR6w38LMWLpGs,SALE,2,N,274.0
CzKtR6w38LMWLpGs,SALE,7,N,336.31
CzKtR6w38LMWLpGs,SALE,9,N,200.61
CzKtR6w38LMWLpGs,SALE,10,N,247.71
CziuEh3FR6yefcQo,SALE,1,N,745.9300000000001
CziuEh3FR6yefcQo,SALE,2,N,973.11
CziuEh3FR6yefcQo,SALE,3,N,694.01
CziuEh3FR6yefcQo,SALE,12,N,1588.36
D2CWW8BgKCntyPvT,SALE,1,N,7453.92
D2CWW8BgKCntyPvT,SALE,2,N,2379.89
D2CWW8BgKCntyPvT,SALE,3,N,2644.22
D2CWW8BgKCntyPvT,SALE,4,N,747.8199999999999
D2CWW8BgKCntyPvT,SALE,5,N,309.55
D2CWW8BgKCntyPvT,SALE,6,N,1873.18
D2CWW8BgKCntyPvT,SALE,7,N,4219.36
D2CWW8BgKCntyPvT,SALE,8,N,2609.88
D2CWW8BgKCntyPvT,SALE,9,N,3255.15
D2CWW8BgKCntyPvT,SALE,10,N,1828.29
D2CWW8BgKCntyPvT,SALE,11,N,3319.0
D2CWW8BgKCntyPvT,SALE,12,N,2099.71
D4HG0nzL4E0Sns5y,SALE,1,N,1238.1299999999999
D4HG0nzL4E0Sns5y,SALE,2,N,1063.44
D4HG0nzL4E0Sns5y,SALE,3,N,1039.3
D4HG0nzL4E0Sns5y,SALE,5,N,1097.13
D4HG0nzL4E0Sns5y,SALE,6,N,1165.89
D4HG0nzL4E0Sns5y,SALE,7,N,1273.19
D4HG0nzL4E0Sns5y,SALE,8,N,1267.49
D4HG0nzL4E0Sns5y,SALE,9,N,1386.3
D4HG0nzL4E0Sns5y,SALE,10,N,872.18
D4HG0nzL4E0Sns5y,SALE,11,N,1033.76
D4HG0nzL4E0Sns5y,SALE,12,N,1070.97
D4u98bAUhtqtwSEz,SALE,1,N,320.84
D7HpsXRF05N5YExR,SALE,8,N,0.0
D81qC2gJ4LIcLawy,SALE,1,N,3134.86
D81qC2gJ4LIcLawy,SALE,2,N,1163.79
D81qC2gJ4LIcLawy,SALE,3,N,1322.0
D81qC2gJ4LIcLawy,SALE,4,N,453.40999999999997
D81qC2gJ4LIcLawy,SALE,5,N,788.0
D81qC2gJ4LIcLawy,SALE,6,N,1188.05
D81qC2gJ4LIcLawy,SALE,7,N,1048.53
D81qC2gJ4LIcLawy,SALE,8,N,2138.77
D81qC2gJ4LIcLawy,SALE,9,N,1098.19
D81qC2gJ4LIcLawy,SALE,10,N,1426.1399999999999
D81qC2gJ4LIcLawy,SALE,11,N,2197.21
D81qC2gJ4LIcLawy,SALE,12,N,3120.52
D9xT22VX0ODo1aDy,SALE,1,N,105.06
D9xT22VX0ODo1aDy,SALE,5,N,699.18
D9xT22VX0ODo1aDy,SALE,6,N,212.51
D9xT22VX0ODo1aDy,SALE,7,N,541.71
D9xT22VX0ODo1aDy,SALE,8,N,449.68
D9xT22VX0ODo1aDy,SALE,9,N,560.54
D9xT22VX0ODo1aDy,SALE,10,N,110.16
D9xT22VX0ODo1aDy,SALE,11,N,251.16
D9xT22VX0ODo1aDy,SALE,12,N,37.71
DA0j4lyzRya3mvmM,SALE,2,N,104.93
DA0j4lyzRya3mvmM,SALE,12,N,1471.48
DAwqnXzjolZBItVa,SALE,8,N,51.27
DCik3iqPC8pOBzth,SALE,6,N,5.72
DCik3iqPC8pOBzth,SALE,9,N,37.49
DDqtETDPGGKUe8NR,SALE,1,N,2191.37
DDqtETDPGGKUe8NR,SALE,2,N,2474.16
DDqtETDPGGKUe8NR,SALE,3,N,1551.22
DDqtETDPGGKUe8NR,SALE,5,N,1293.31
DDqtETDPGGKUe8NR,SALE,6,N,1841.52
DDqtETDPGGKUe8NR,SALE,7,N,911.8299999999999
DDqtETDPGGKUe8NR,SALE,8,N,1761.95
DDqtETDPGGKUe8NR,SALE,9,N,2092.81
DDqtETDPGGKUe8NR,SALE,10,N,2372.15
DDqtETDPGGKUe8NR,SALE,11,N,1347.27
DDqtETDPGGKUe8NR,SALE,12,N,1766.13
DDwrtgkGSFFgu3wJ,SALE,11,N,40.0
DDwrtgkGSFFgu3wJ,SALE,12,N,165.0
DEsw9nvQSz2bBm9n,SALE,1,N,1141.06
DEsw9nvQSz2bBm9n,SALE,2,N,1730.2
DEsw9nvQSz2bBm9n,SALE,3,N,828.56
DEsw9nvQSz2bBm9n,SALE,4,N,578.77
DEsw9nvQSz2bBm9n,SALE,5,N,1083.87
DEsw9nvQSz2bBm9n,SALE,6,N,1947.78
DEsw9nvQSz2bBm9n,SALE,7,N,1735.43
DEsw9nvQSz2bBm9n,SALE,8,N,1357.59
DEsw9nvQSz2bBm9n,SALE,9,N,1550.02
DEsw9nvQSz2bBm9n,SALE,10,N,1325.29
DEsw9nvQSz2bBm9n,SALE,11,N,1125.65
DEsw9nvQSz2bBm9n,SALE,12,N,1169.83
DGZSdFr0mBbhswoJ,SALE,1,N,20.0
DGZSdFr0mBbhswoJ,SALE,2,N,40.0
DGZSdFr0mBbhswoJ,SALE,3,N,30.0
DGZSdFr0mBbhswoJ,SALE,4,N,10.0
DGZSdFr0mBbhswoJ,SALE,6,N,291.49
DGZSdFr0mBbhswoJ,SALE,7,N,270.34000000000003
DGZSdFr0mBbhswoJ,SALE,8,N,294.15000000000003
DGZSdFr0mBbhswoJ,SALE,9,N,329.47
DGZSdFr0mBbhswoJ,SALE,10,N,359.62
DGZSdFr0mBbhswoJ,SALE,11,N,1353.3899999999999
DGZSdFr0mBbhswoJ,SALE,12,N,235.79
DGl7ZLYkPcSeH5Gy,SALE,1,N,47.28
DGl7ZLYkPcSeH5Gy,SALE,2,N,122.05
DGl7ZLYkPcSeH5Gy,SALE,6,N,80.72
DGl7ZLYkPcSeH5Gy,SALE,6,Y,200.0
DGl7ZLYkPcSeH5Gy,SALE,7,N,51.73
DGl7ZLYkPcSeH5Gy,SALE,8,N,110.0
DGl7ZLYkPcSeH5Gy,SALE,10,N,72.46000000000001
DGl7ZLYkPcSeH5Gy,SALE,11,N,109.47
DI4l8iEQCs3BfWqM,SALE,1,N,109.06
DI4l8iEQCs3BfWqM,SALE,2,N,86.36
DI4l8iEQCs3BfWqM,SALE,3,N,87.34
DI4l8iEQCs3BfWqM,SALE,7,N,780.59
DI4l8iEQCs3BfWqM,SALE,8,N,179.13
DI4l8iEQCs3BfWqM,SALE,9,N,154.18
DI4l8iEQCs3BfWqM,SALE,10,N,100.36
DI4l8iEQCs3BfWqM,SALE,11,N,128.96
DI4l8iEQCs3BfWqM,SALE,12,N,115.38
DIw6ZOS3I8osehTB,SALE,1,N,3022.17
DIw6ZOS3I8osehTB,SALE,2,N,3732.15
DIw6ZOS3I8osehTB,SALE,3,N,1546.75
DIw6ZOS3I8osehTB,SALE,4,N,1765.73
DIw6ZOS3I8osehTB,SALE,5,N,1410.37
DIw6ZOS3I8osehTB,SALE,6,N,2013.85
DIw6ZOS3I8osehTB,SALE,7,N,1303.39
DIw6ZOS3I8osehTB,SALE,8,N,4225.11
DIw6ZOS3I8osehTB,SALE,9,N,1922.47
DIw6ZOS3I8osehTB,SALE,10,N,1764.9
DIw6ZOS3I8osehTB,SALE,11,N,1847.04
DIw6ZOS3I8osehTB,SALE,12,N,2403.85
DKIqHhVAgGFiuXaP,SALE,1,N,0.0
DKIqHhVAgGFiuXaP,SALE,2,N,0.0
DKIqHhVAgGFiuXaP,SALE,3,N,0.0
DKIqHhVAgGFiuXaP,SALE,7,N,0.0
DKIqHhVAgGFiuXaP,SALE,8,N,0.0
DKIqHhVAgGFiuXaP,SALE,9,N,0.0
DKIqHhVAgGFiuXaP,SALE,10,N,0.0
DKIqHhVAgGFiuXaP,SALE,11,N,0.0
DKIqHhVAgGFiuXaP,SALE,12,N,0.0
DKPMceoMIarE9uPW,SALE,1,N,720.38
DKPMceoMIarE9uPW,SALE,2,N,396.65
DKPMceoMIarE9uPW,SALE,3,N,202.44
DKPMceoMIarE9uPW,SALE,5,N,1118.37
DKPMceoMIarE9uPW,SALE,6,N,1162.94
DKPMceoMIarE9uPW,SALE,7,N,1360.93
DKPMceoMIarE9uPW,SALE,8,N,354.8
DKPMceoMIarE9uPW,SALE,9,N,1399.3700000000001
DKPMceoMIarE9uPW,SALE,10,N,1175.42
DKPMceoMIarE9uPW,SALE,11,N,1093.35
DKPMceoMIarE9uPW,SALE,12,N,2091.81
DM4IY18wEFBa5RGG,SALE,1,N,1558.78
DM4IY18wEFBa5RGG,SALE,2,N,982.79
DM4IY18wEFBa5RGG,SALE,3,N,931.56
DM4IY18wEFBa5RGG,SALE,5,N,1138.03
DM4IY18wEFBa5RGG,SALE,6,N,2103.86
DM4IY18wEFBa5RGG,SALE,7,N,1329.42
DM4IY18wEFBa5RGG,SALE,8,N,1703.93
DM4IY18wEFBa5RGG,SALE,9,N,1168.05
DM4IY18wEFBa5RGG,SALE,10,N,1271.96
DM4IY18wEFBa5RGG,SALE,11,N,2767.16
DM4IY18wEFBa5RGG,SALE,12,N,1328.72
DMcmSE1QXUAGgzaS,SALE,1,N,0.0
DMcmSE1QXUAGgzaS,SALE,3,N,0.0
DMcmSE1QXUAGgzaS,SALE,5,N,40.12
DMcmSE1QXUAGgzaS,SALE,6,N,71.79
DMcmSE1QXUAGgzaS,SALE,10,N,0.0
DODX9hWYXxrMBOgd,SALE,1,N,2506.6800000000003
DODX9hWYXxrMBOgd,SALE,2,N,2048.2999999999997
DODX9hWYXxrMBOgd,SALE,3,N,2302.27
DODX9hWYXxrMBOgd,SALE,4,N,691.39
DODX9hWYXxrMBOgd,SALE,5,N,915.33
DODX9hWYXxrMBOgd,SALE,6,N,1406.17
DODX9hWYXxrMBOgd,SALE,7,N,3135.28
DODX9hWYXxrMBOgd,SALE,8,N,3798.5000000000005
DODX9hWYXxrMBOgd,SALE,9,N,1340.06
DODX9hWYXxrMBOgd,SALE,10,N,2572.53
DODX9hWYXxrMBOgd,SALE,11,N,3876.03
DODX9hWYXxrMBOgd,SALE,12,N,1519.96
DOPeMy7p9Mjbr7XM,SALE,4,N,73.59
DOPeMy7p9Mjbr7XM,SALE,7,N,260.48
DOPeMy7p9Mjbr7XM,SALE,8,N,198.32999999999998
DOPeMy7p9Mjbr7XM,SALE,9,N,107.88
DOPeMy7p9Mjbr7XM,SALE,10,N,46.68
DOhaQv6iCNwVCtk4,SALE,1,N,340.44
DOhaQv6iCNwVCtk4,SALE,2,N,563.02
DOhaQv6iCNwVCtk4,SALE,3,N,275.07
DOhaQv6iCNwVCtk4,SALE,4,N,651.1
DOhaQv6iCNwVCtk4,SALE,5,N,1.98
DOhaQv6iCNwVCtk4,SALE,6,N,290.15999999999997
DOhaQv6iCNwVCtk4,SALE,7,N,295.83
DOhaQv6iCNwVCtk4,SALE,8,N,441.47
DOhaQv6iCNwVCtk4,SALE,9,N,963.21
DOhaQv6iCNwVCtk4,SALE,10,N,652.03
DOhaQv6iCNwVCtk4,SALE,11,N,1590.01
DOhaQv6iCNwVCtk4,SALE,12,N,682.07
DOs39ueinaZvsbAL,SALE,1,N,923.02
DOs39ueinaZvsbAL,SALE,2,N,1563.73
DOs39ueinaZvsbAL,SALE,3,N,2263.44
DOs39ueinaZvsbAL,SALE,4,N,788.36
DOs39ueinaZvsbAL,SALE,5,N,401.29
DOs39ueinaZvsbAL,SALE,6,N,1657.62
DOs39ueinaZvsbAL,SALE,7,N,2610.63
DOs39ueinaZvsbAL,SALE,8,N,3258.19
DOs39ueinaZvsbAL,SALE,9,N,1499.84
DOs39ueinaZvsbAL,SALE,10,N,2108.76
DOs39ueinaZvsbAL,SALE,11,N,1432.34
DOs39ueinaZvsbAL,SALE,12,N,1839.94
DPEvaUgLMCLdK6WD,SALE,1,N,227.54
DPEvaUgLMCLdK6WD,SALE,2,N,146.86
DPEvaUgLMCLdK6WD,SALE,3,N,42.49
DPEvaUgLMCLdK6WD,SALE,5,N,425.08
DPEvaUgLMCLdK6WD,SALE,6,N,115.0
DPEvaUgLMCLdK6WD,SALE,7,N,155.17000000000002
DPEvaUgLMCLdK6WD,SALE,8,N,198.0
DPEvaUgLMCLdK6WD,SALE,9,N,130.2
DPEvaUgLMCLdK6WD,SALE,10,N,115.0
DPEvaUgLMCLdK6WD,SALE,11,N,115.0
DPEvaUgLMCLdK6WD,SALE,12,N,306.46
DQnrR2q6E5jXF2st,SALE,1,N,2828.8
DQnrR2q6E5jXF2st,SALE,2,N,2042.85
DQnrR2q6E5jXF2st,SALE,3,N,2603.15
DQnrR2q6E5jXF2st,SALE,4,N,1118.19
DQnrR2q6E5jXF2st,SALE,5,N,823.9599999999999
DQnrR2q6E5jXF2st,SALE,6,N,1108.6
DQnrR2q6E5jXF2st,SALE,7,N,1663.12
DQnrR2q6E5jXF2st,SALE,8,N,2610.87
DQnrR2q6E5jXF2st,SALE,9,N,1917.36
DQnrR2q6E5jXF2st,SALE,10,N,5925.36
DQnrR2q6E5jXF2st,SALE,11,N,1681.79
DQnrR2q6E5jXF2st,SALE,12,N,5553.6900000000005
DRM315w628GDZMUE,SALE,1,N,7812.929999999999
DRM315w628GDZMUE,SALE,2,N,2698.89
DRM315w628GDZMUE,SALE,3,N,4002.0099999999998
DRM315w628GDZMUE,SALE,5,N,4806.97
DRM315w628GDZMUE,SALE,6,N,8033.0199999999995
DRM315w628GDZMUE,SALE,7,N,6000.4
DRM315w628GDZMUE,SALE,8,N,4600.05
DRM315w628GDZMUE,SALE,9,N,2395.07
DRM315w628GDZMUE,SALE,10,N,5109.03
DRM315w628GDZMUE,SALE,11,N,3353.5299999999997
DRM315w628GDZMUE,SALE,12,N,7237.77
DRTiAtZURdSfMAB0,SALE,1,N,3242.28
DRTiAtZURdSfMAB0,SALE,2,N,4254.11
DRTiAtZURdSfMAB0,SALE,3,N,6285.8
DRTiAtZURdSfMAB0,SALE,4,N,1907.88
DRTiAtZURdSfMAB0,SALE,5,N,56.739999999999995
DRTiAtZURdSfMAB0,SALE,6,N,2447.1
DRTiAtZURdSfMAB0,SALE,7,N,5373.37
DRTiAtZURdSfMAB0,SALE,8,N,1617.09
DRTiAtZURdSfMAB0,SALE,9,N,2446.94
DRTiAtZURdSfMAB0,SALE,10,N,1908.47
DRTiAtZURdSfMAB0,SALE,11,N,1923.15
DRTiAtZURdSfMAB0,SALE,12,N,2163.95
DU8dVWSsnlkZF61A,SALE,1,N,1596.11
DU8dVWSsnlkZF61A,SALE,2,N,231.56
DU8dVWSsnlkZF61A,SALE,3,N,731.99
DU8dVWSsnlkZF61A,SALE,5,N,1909.84
DU8dVWSsnlkZF61A,SALE,6,N,351.81
DU8dVWSsnlkZF61A,SALE,7,N,639.93
DU8dVWSsnlkZF61A,SALE,8,N,1189.6399999999999
DU8dVWSsnlkZF61A,SALE,9,N,242.58
DU8dVWSsnlkZF61A,SALE,10,N,589.1899999999999
DU8dVWSsnlkZF61A,SALE,11,N,1578.54
DU8dVWSsnlkZF61A,SALE,12,N,1219.23
DVCXiGN3II5Nb3cy,SALE,12,N,3.79
DVVPDn6RNx47Mspy,SALE,1,N,1257.11
DVVPDn6RNx47Mspy,SALE,2,N,2258.67
DVVPDn6RNx47Mspy,SALE,3,N,1644.44
DVVPDn6RNx47Mspy,SALE,5,N,2068.31
DVVPDn6RNx47Mspy,SALE,6,N,2715.38
DVVPDn6RNx47Mspy,SALE,7,N,1966.77
DVVPDn6RNx47Mspy,SALE,8,N,2170.77
DVVPDn6RNx47Mspy,SALE,9,N,1045.65
DVVPDn6RNx47Mspy,SALE,10,N,1288.72
DVVPDn6RNx47Mspy,SALE,11,N,1530.21
DVVPDn6RNx47Mspy,SALE,12,N,1675.39
DVynbPGZmgnNlqww,SALE,1,N,6.0
DVynbPGZmgnNlqww,SALE,2,N,20.3
DVynbPGZmgnNlqww,SALE,3,N,16.32
DVynbPGZmgnNlqww,SALE,5,N,19.1
DVynbPGZmgnNlqww,SALE,7,N,17.32
DVynbPGZmgnNlqww,SALE,8,N,24.95
DVynbPGZmgnNlqww,SALE,9,N,24.95
DVynbPGZmgnNlqww,SALE,10,N,24.95
DVynbPGZmgnNlqww,SALE,11,N,16.32
DVynbPGZmgnNlqww,SALE,12,N,51.33
DWkHKLhvF2wdE0vt,SALE,6,N,9.99
DWkHKLhvF2wdE0vt,SALE,7,N,149.0
DXPcBGgGBvYm23wY,SALE,6,N,121.29
DXPcBGgGBvYm23wY,SALE,10,N,1276.71
DXPcBGgGBvYm23wY,SALE,11,N,56.39
DXjpgGBMYzFTXXBq,SALE,1,N,766.24
DXjpgGBMYzFTXXBq,SALE,2,N,111.2
DXjpgGBMYzFTXXBq,SALE,8,N,767.15
DXjpgGBMYzFTXXBq,SALE,10,N,924.01
DXjpgGBMYzFTXXBq,SALE,11,N,162.0
DXjpgGBMYzFTXXBq,SALE,12,N,567.2
DYjkSMupvtKrtYZT,SALE,1,N,252.39000000000001
DYjkSMupvtKrtYZT,SALE,2,N,995.67
DYjkSMupvtKrtYZT,SALE,3,N,255.84
DYjkSMupvtKrtYZT,SALE,5,N,838.31
DYjkSMupvtKrtYZT,SALE,6,N,2774.77
DYjkSMupvtKrtYZT,SALE,7,N,2029.77
DYjkSMupvtKrtYZT,SALE,8,N,2724.07
DYjkSMupvtKrtYZT,SALE,9,N,316.66999999999996
DYjkSMupvtKrtYZT,SALE,10,N,738.37
DYjkSMupvtKrtYZT,SALE,11,N,403.36999999999995
DYjkSMupvtKrtYZT,SALE,12,N,338.93
DamIXmpLq27gUdjg,SALE,1,N,836.5
DamIXmpLq27gUdjg,SALE,2,N,3647.41
DamIXmpLq27gUdjg,SALE,3,N,352.39
DamIXmpLq27gUdjg,SALE,5,N,1024.55
DamIXmpLq27gUdjg,SALE,6,N,1215.53
DamIXmpLq27gUdjg,SALE,7,N,1177.46
DamIXmpLq27gUdjg,SALE,8,N,4363.55
DamIXmpLq27gUdjg,SALE,9,N,611.98
DamIXmpLq27gUdjg,SALE,10,N,583.26
DamIXmpLq27gUdjg,SALE,11,N,918.34
DamIXmpLq27gUdjg,SALE,12,N,572.08
DbScuTOl2xrmQTJF,SALE,1,N,3494.74
DbScuTOl2xrmQTJF,SALE,2,N,5211.65
DbScuTOl2xrmQTJF,SALE,3,N,1612.8300000000002
DbScuTOl2xrmQTJF,SALE,5,N,2475.7599999999998
DbScuTOl2xrmQTJF,SALE,6,N,2937.95
DbScuTOl2xrmQTJF,SALE,7,N,2016.78
DbScuTOl2xrmQTJF,SALE,8,N,4800.1
DbScuTOl2xrmQTJF,SALE,9,N,4092.42
DbScuTOl2xrmQTJF,SALE,10,N,3032.54
DbScuTOl2xrmQTJF,SALE,11,N,1259.65
DbScuTOl2xrmQTJF,SALE,12,N,3584.89
DcwOhce8XGKHnxBi,SALE,1,N,1920.3999999999999
DcwOhce8XGKHnxBi,SALE,2,N,7221.16
DcwOhce8XGKHnxBi,SALE,3,N,2538.93
DcwOhce8XGKHnxBi,SALE,5,N,1373.46
DcwOhce8XGKHnxBi,SALE,6,N,2615.07
DcwOhce8XGKHnxBi,SALE,7,N,1691.54
DcwOhce8XGKHnxBi,SALE,8,N,535.36
DcwOhce8XGKHnxBi,SALE,9,N,6529.3
DcwOhce8XGKHnxBi,SALE,10,N,1588.91
DcwOhce8XGKHnxBi,SALE,11,N,1413.9
DcwOhce8XGKHnxBi,SALE,12,N,1880.04
Dcy5FxndiwcOWfON,SALE,1,N,3777.1
Dcy5FxndiwcOWfON,SALE,2,N,2181.28
Dcy5FxndiwcOWfON,SALE,3,N,2041.54
Dcy5FxndiwcOWfON,SALE,4,N,1434.8799999999999
Dcy5FxndiwcOWfON,SALE,5,N,407.81
Dcy5FxndiwcOWfON,SALE,6,N,3606.73
Dcy5FxndiwcOWfON,SALE,7,N,3963.92
Dcy5FxndiwcOWfON,SALE,8,N,2529.26
Dcy5FxndiwcOWfON,SALE,9,N,2268.36
Dcy5FxndiwcOWfON,SALE,10,N,2069.7599999999998
Dcy5FxndiwcOWfON,SALE,11,N,2206.03
Dcy5FxndiwcOWfON,SALE,12,N,3077.19
DdMwxUewnk2fel6X,SALE,1,N,453.47
DdMwxUewnk2fel6X,SALE,2,N,398.47
DdMwxUewnk2fel6X,SALE,3,N,427.47
DdMwxUewnk2fel6X,SALE,5,N,428.47
DdMwxUewnk2fel6X,SALE,6,N,434.77
DdMwxUewnk2fel6X,SALE,7,N,595.47
DdMwxUewnk2fel6X,SALE,8,N,591.47
DdMwxUewnk2fel6X,SALE,9,N,856.33
DdMwxUewnk2fel6X,SALE,10,N,759.79
DdMwxUewnk2fel6X,SALE,11,N,736.09
DdMwxUewnk2fel6X,SALE,12,N,1232.43
DeJ67mx5elhJQGSi,SALE,3,N,25.05
DeJ67mx5elhJQGSi,SALE,5,N,84.72999999999999
DeJ67mx5elhJQGSi,SALE,6,N,130.9
DeJ67mx5elhJQGSi,SALE,7,N,75.05
DeJ67mx5elhJQGSi,SALE,10,N,25.05
DeJfCJz5Qehl8jkN,SALE,1,N,1086.75
DeJfCJz5Qehl8jkN,SALE,2,N,1050.2
DeJfCJz5Qehl8jkN,SALE,3,N,744.36
DeJfCJz5Qehl8jkN,SALE,9,N,752.36
DeJfCJz5Qehl8jkN,SALE,9,Y,72.76
DeJfCJz5Qehl8jkN,SALE,10,N,1559.27
DeJfCJz5Qehl8jkN,SALE,11,N,721.12
DeJfCJz5Qehl8jkN,SALE,12,N,1083.71
Deqy0TESz3E09sCn,SALE,1,N,964.99
Deqy0TESz3E09sCn,SALE,2,N,1229.15
Deqy0TESz3E09sCn,SALE,3,N,751.11
Deqy0TESz3E09sCn,SALE,5,N,755.09
Deqy0TESz3E09sCn,SALE,6,N,967.5
Deqy0TESz3E09sCn,SALE,7,N,6804.19
Deqy0TESz3E09sCn,SALE,8,N,508.22
Deqy0TESz3E09sCn,SALE,9,N,689.41
Deqy0TESz3E09sCn,SALE,10,N,882.37
Deqy0TESz3E09sCn,SALE,11,N,1248.84
Deqy0TESz3E09sCn,SALE,12,N,1026.44
DfDRqGFdKrKFugTg,SALE,1,N,272.46999999999997
DfDRqGFdKrKFugTg,SALE,2,N,370.56
DfDRqGFdKrKFugTg,SALE,3,N,488.36
DfDRqGFdKrKFugTg,SALE,4,N,27.46
DfDRqGFdKrKFugTg,SALE,7,N,7.83
DfDRqGFdKrKFugTg,SALE,8,N,3758.31
DfDRqGFdKrKFugTg,SALE,9,N,931.8199999999999
DfDRqGFdKrKFugTg,SALE,10,N,4483.74
DfDRqGFdKrKFugTg,SALE,11,N,810.77
DfDRqGFdKrKFugTg,SALE,12,N,1387.36
DfIQNcCTKT5OhayF,SALE,1,N,527.86
DfIQNcCTKT5OhayF,SALE,2,N,1251.01
DfIQNcCTKT5OhayF,SALE,3,N,1531.45
DfIQNcCTKT5OhayF,SALE,5,N,495.08000000000004
DfIQNcCTKT5OhayF,SALE,6,N,282.47
DfIQNcCTKT5OhayF,SALE,7,N,488.23
DfIQNcCTKT5OhayF,SALE,8,N,317.66
DfIQNcCTKT5OhayF,SALE,9,N,2037.68
DfIQNcCTKT5OhayF,SALE,10,N,793.6899999999999
DfIQNcCTKT5OhayF,SALE,11,N,1976.67
DfIQNcCTKT5OhayF,SALE,12,N,1484.87
DfaBt6uof2Lx4Te3,SALE,2,N,3217.04
DfaBt6uof2Lx4Te3,SALE,3,N,941.32
DfaBt6uof2Lx4Te3,SALE,4,N,786.39
DgLIeZtUjNdS5o5J,SALE,1,N,5068.45
DgLIeZtUjNdS5o5J,SALE,2,N,10.69
DgLIeZtUjNdS5o5J,SALE,3,N,10.69
DgLIeZtUjNdS5o5J,SALE,5,N,993.75
DgLIeZtUjNdS5o5J,SALE,6,N,1073.48
DgLIeZtUjNdS5o5J,SALE,7,N,839.6
DgLIeZtUjNdS5o5J,SALE,8,N,1.06
DgLIeZtUjNdS5o5J,SALE,9,N,1.06
DgLIeZtUjNdS5o5J,SALE,10,N,266.21000000000004
DgLIeZtUjNdS5o5J,SALE,11,N,200.78
DgLIeZtUjNdS5o5J,SALE,12,N,71.61
Diirx6q6sqx4SbO4,SALE,1,N,5670.07
Diirx6q6sqx4SbO4,SALE,2,N,9741.300000000001
Diirx6q6sqx4SbO4,SALE,3,N,2956.17
Diirx6q6sqx4SbO4,SALE,5,N,11347.82
Diirx6q6sqx4SbO4,SALE,6,N,7021.630000000001
Diirx6q6sqx4SbO4,SALE,7,N,4609.3099999999995
Diirx6q6sqx4SbO4,SALE,8,N,6273.25
Diirx6q6sqx4SbO4,SALE,9,N,6429.58
Diirx6q6sqx4SbO4,SALE,10,N,5938.11
Diirx6q6sqx4SbO4,SALE,11,N,5667.7699999999995
Diirx6q6sqx4SbO4,SALE,12,N,7246.04
DkJlTsEblkB1U3Ay,SALE,4,N,115.50999999999999
DkJlTsEblkB1U3Ay,SALE,8,N,163.35999999999999
DkJlTsEblkB1U3Ay,SALE,9,N,51.56
DlAdsa4wICuHjbnh,SALE,1,N,378.78
DlAdsa4wICuHjbnh,SALE,2,N,170.97
DlAdsa4wICuHjbnh,SALE,3,N,63.739999999999995
DlAdsa4wICuHjbnh,SALE,5,N,2191.07
DlAdsa4wICuHjbnh,SALE,6,N,4350.81
DlAdsa4wICuHjbnh,SALE,7,N,1606.18
DlAdsa4wICuHjbnh,SALE,8,N,2204.28
DlAdsa4wICuHjbnh,SALE,9,N,14.79
DlAdsa4wICuHjbnh,SALE,10,N,132.47
DlAdsa4wICuHjbnh,SALE,11,N,10.7
DlAdsa4wICuHjbnh,SALE,12,N,145.89999999999998
DmwB7a8G9xQnWypO,SALE,1,N,2591.51
DmwB7a8G9xQnWypO,SALE,2,N,4181.04
DmwB7a8G9xQnWypO,SALE,3,N,4020.52
DmwB7a8G9xQnWypO,SALE,5,N,2973.93
DmwB7a8G9xQnWypO,SALE,6,N,3309.02
DmwB7a8G9xQnWypO,SALE,7,N,4849.08
DmwB7a8G9xQnWypO,SALE,8,N,3018.99
DmwB7a8G9xQnWypO,SALE,9,N,4022.5
DmwB7a8G9xQnWypO,SALE,10,N,8657.3
DmwB7a8G9xQnWypO,SALE,11,N,7880.99
DmwB7a8G9xQnWypO,SALE,12,N,5636.95
DmzxGCurXQiuF19Z,SALE,2,N,1120.81
DmzxGCurXQiuF19Z,SALE,10,N,0.0
DmzxGCurXQiuF19Z,SALE,11,N,0.0
DmzxGCurXQiuF19Z,SALE,12,N,0.0
