account_nbr,risk,cu_crd_line,max_upper_bound,adjusted_credit_limit
HQ0DvQZOTxZg63Ng,Risky,4500,0.0,4500.0
HQ8pRMq5tYpHFlzB,Good,3500,523.6698520396012,3500.0
HQQaQDNseH3t0BLu,Good,15000,14395.133862759214,15000.0
HR28JV9dBaHkZAfM,Risky,1000,234.7954549388853,1000.0
HR9jGLnaZ6Kx84XM,Good,15000,2755.101827031652,15000.0
HRqQt6c1c3KkiBfW,Risky,400,46.771753886290576,400.0
HSX6RbyjTvYCjKt6,Good,15000,2425.1608955708743,15000.0
HSdOfsBrotaOSOnO,Risky,4000,2787.271524581379,4000.0
HT5OhzBqOqMVnm04,Good,10000,3001.858861153493,10000.0
HTSAlCgFJ0CxBKDX,Risky,250,0.0,250.0
HTzbl2GLnbNHdDjM,Bad,300,117.06846444812852,300.0
HU2U229yqWjrLm0J,Good,15000,238.8871542845528,15000.0
HUCorBbF3GWeBFWy,Risky,1150,0.0,1150.0
HUGoPbEN3hoNvFvH,Risky,10000,6255.928297084887,10000.0
HULJ94hf6dBXeY2I,Good,1024,0.0,1024.0
HUbjspInleCQdPWF,Risky,500,360.1422622559164,500.0
HVJe8q3ilfyHqY9G,Good,16100,1442.035300783187,16100.0
HVLsKePDCKxiLlZV,Risky,2500,0.0,2500.0
HVRtWbSDjLmNWC8I,Risky,3600,729.8228117858105,3600.0
HWFS67ot6rwhDqmd,Good,8400,0.0,8400.0
HXRCSELFQHhyCJE9,Risky,1800,0.0,1800.0
HYYTF5AmJRNzKPPV,Good,1500,0.0,1500.0
HYuet2xXuvO52ASL,Risky,1800,0.0,1800.0
HZfc2BgiJzK9ReOT,Good,1300,42.48930487859577,1300.0
HZuZizSCIVgcfVx2,Risky,2000,0.0,2000.0
HZysktycLZhlTWSI,Risky,900,523.0121423903681,900.0
HaByEtnHvhM7w7ng,Risky,1500,1412.2048850430383,1800.0
HafQRnKkoaEy4UDW,Good,5900,0.0,5900.0
HafZa6fdkal7Ppct,Good,5800,803.1528113874901,5800.0
HalvQbcfSpupIV60,Good,15000,4154.229393362207,15000.0
Haxt8yKUzyqKHzcO,Good,4500,42.48930487859577,4500.0
HbFlINbAk2MmrYOu,Risky,3500,145.89681494553068,3500.0
HbHLyHOhIUYYP5Ni,Bad,6500,1651.7099675061952,6500.0
HbrODn3i5xKzR50p,Good,2500,0.0,2500.0
Hc0GygFmSyUwSJVe,Good,4000,0.0,4000.0
Hc7GEwfaiXKNuwa8,Risky,2700,0.0,2700.0
HcC2YQFYoiszGCRJ,Bad,6000,26.281779997883454,6000.0
HcHbJHZDiCMjuTw7,Good,3600,160.07066895512648,3600.0
HcQL4dWy4Cv9CTjV,Risky,2500,0.0,2500.0
HdIdWKg7nEdAqsnU,Good,11000,0.0,11000.0
He0bJegwcPaLtV7O,Good,20000,3745.508909017593,20000.0
He5mYXA9lk9DajKf,Risky,2500,0.0,2500.0
HeFR6VgBveNjg2Hv,Good,500,0.0,500.0
Heha3z18Q54G4uqY,Risky,3000,0.0,3000.0
Hf5b0eW45cv8DsBV,Bad,5000,0.0,5000.0
HfIcL5E3WADCH5Ir,Risky,2000,0.0,2000.0
HgwkWSFg8Wygebhp,Risky,4200,205.01823405109576,4200.0
Hh4NuJ5yScy0bmPu,Good,25000,3693.975343568095,25000.0
HhRbkLXVatYKjVZS,Risky,8100,188.10906122292135,8100.0
HhY6gCpJ8Nep0t66,Good,7000,0.0,7000.0
HhlVxs8aZ90d4jii,Risky,11300,554.120481593299,11300.0
HhvRkCQuyBOBGrnn,Good,2000,228.76311505337188,2000.0
HiP6iFUPJH0o2rTy,Good,400,0.0,400.0
HinY2TTxEHqzJq6h,Bad,8000,940.1132846923706,8000.0
HkjTYM1DLql7R5qs,Bad,1300,42.939218002637766,1300.0
HkrdSxv4IVc5hWQh,Risky,5000,0.0,5000.0
HkxMeLW3XhAYMTrw,Good,6000,26.281779997883454,6000.0
HmWR5Qz4rmRP3auW,Risky,1000,1498.6304402918274,1200.0
HmgR0Upvo1Pc16gy,Good,1500,0.0,1500.0
HmoIRIW40pmZrV6l,Good,5000,3970.358435485436,5000.0
Hn6utsK9DyY0fzFP,Good,15000,941.741285954785,15000.0
HoKERubT4eR6ZXHt,Risky,400,41.289972928748426,400.0
HoauxALxXBq5jWUd,Good,14800,0.0,14800.0
HoqXLxRPYFYApVaS,Good,12100,595.2126264372113,12100.0
Hp3toJD0JgXeCNPZ,Risky,900,74.69913151403804,900.0
HpGvL0WK8kflgURe,Good,15000,4759.064422795785,15000.0
HpSdrfvbd8ONX5xz,Good,2000,0.0,2000.0
Hpd1XkvEFmq7WB0O,Risky,6850,0.0,6850.0
HqBw1hQl3YKAitQb,Good,14300,181.0147400039899,14300.0
HqEzhwRcOxANxfVg,Good,3500,661.0051906524986,3500.0
HqKQX1jH6MhfRw1a,Good,15000,26.281779997883454,15000.0
HqUQBuSBn7LJskcW,Good,15000,5455.197066851924,15000.0
Hqv232GaQPIv7rwK,Bad,500,425.7556810180717,500.0
HsNwQH7O83mN1Wzr,Risky,5000,84.65142367496524,5000.0
HsnOYbyo7qosWsmG,Good,5000,0.0,5000.0
HsqoFhzHVOClftII,Good,15000,4643.933325710628,15000.0
Hsum0ocmQMbVnNay,Bad,7000,135.8749649980329,7000.0
HtLjonTFLTxLOTSU,Good,3600,0.0,3600.0
HtNd6UJZqCCpNwEd,Good,2900,0.0,2900.0
HtV1DKVvipSetvKt,Good,10200,395.14867852192486,10200.0
HtliiwcQNq1GJr0N,Good,3000,95.04697612165955,3000.0
HuBoqoxQ4hW61nMj,Good,1500,190.63369045540065,1500.0
HuZBLePJQ4QTVFWi,Risky,4800,2328.900412244027,4800.0
Hug4Gp9pqpsN2LO7,Risky,1000,0.0,1000.0
HusrxQhA9gOf5Lad,Risky,6200,0.0,6200.0
HvBfp5AQRebhplLe,Risky,9000,0.0,9000.0
HvTFvpRJuMJJXcHA,Good,20000,2803.733055185102,20000.0
HvbkDVIeXnrTN9cv,Risky,1200,0.0,1200.0
HwacsVYGlsodXYL0,Good,15000,1468.6284031601708,15000.0
Hxj1ZqUrLPBry2uZ,Risky,2100,0.0,2100.0
Hy1PL2rFuypQqF0f,Good,4150,0.0,4150.0
HyCsM1X9vKpY7epc,Risky,300,0.0,300.0
Hyd15Cv9Ypp30F0p,Bad,8500,1851.8649639401144,8500.0
HydY2fi8woIQa0Be,Risky,4100,0.0,4100.0
HzOME50XdTxZUQzi,Risky,6500,0.0,6500.0
HzUYZRQPDjvP22VL,Risky,9037,1130.7585391077914,9037.0
HzkCRWhloVqfWpqK,Bad,2000,0.0,2000.0
Hzz8mrLbVuhULjEt,Good,13000,0.0,13000.0
I0JUxiv7K4g7HjIJ,Good,1600,0.0,1600.0
I0jyalOBZmbn9fmb,Good,25000,7384.793313007334,25000.0
I1G5mUMXIzcZzEh1,Good,3900,145.95145323694655,3900.0
I1Jzqt9nWXrcthCq,Good,3360,0.0,3360.0
I1OrwPSXVa6Dvncz,Bad,8000,3625.8538065725857,8000.0
I1Sh2v5XG8D1Eom7,Good,5600,762.8116818104629,5600.0
I27iOTo9IFIPeweh,Good,11200,105.68686155628914,11200.0
I2A4xW4w3rZFwUeO,Risky,2300,0.0,2300.0
I2XjHh4k2D6rj838,Good,4400,592.3921070106375,4400.0
I30xY1w8D9QXwEx2,Risky,524,0.0,524.0
I3UJyJcZrLnALVT3,Risky,6500,6024.690644020844,6500.0
I3icBA9ZwLmuTkN8,Good,14500,0.0,14500.0
I3jqWeP6Kj7k0RZJ,Good,4900,330.1046063909717,4900.0
I3odaZf83lf66Fy5,Risky,300,286.0286723129575,360.0
I44mLqw6yZjKJWVp,Risky,1024,65.82650210567168,1024.0
I4HbySW1vr5N11LI,Good,500,54.43603870011442,500.0
I4PUFHKIlj0kz98q,Bad,1800,132.69324640662293,1800.0
I4TdL4KCSL8Zf260,Risky,6000,46.50553920020932,6000.0
I4YqGD0SccK6toHJ,Good,4950,1736.28707634099,4950.0
I4bCSkYEwEZ2UUy1,Risky,2000,0.0,2000.0
I5gZDsf57PkRdJSL,Risky,500,445.5004675586623,600.0
I61xCKZjrdkCKZ9l,Bad,6000,137.3055230494792,6000.0
I70FpPZghiynFwQO,Risky,900,0.0,900.0
I7LIgcjLYXHH9bMW,Risky,1800,0.0,1800.0
I7QFTVH5dOeinclw,Risky,900,136.94848598828258,900.0
I7oNa7unGNdvnD44,Bad,8400,0.0,8400.0
I8ajZ39qP5okjeQi,Good,3100,0.0,3100.0
I8dohB5fFzueLXQz,Bad,1710,0.0,1710.0
I95NL0Z4QFNiGlut,Risky,4500,0.0,4500.0
I9NiY79m34bmcRDJ,Good,5250,0.0,5250.0
I9X2vhKytVV3hL1f,Good,4000,0.0,4000.0
ICDDEAL9qPuccDxH,Risky,8000,372.5107311712191,8000.0
ICcw7J4auWlg3Vqu,Risky,1300,331.25700070091403,1300.0
ICor2iRb1oSX4fpk,Risky,1000,840.3147020417885,1000.0
IDfflQhQG1SFaoUr,Risky,1000,141.35267775868758,1000.0
IDjQsHUEVuYDD45S,Good,10000,59.6472970728933,10000.0
IDtwSih65Suf3CUw,Good,4720,714.2643069056841,4720.0
IEBdi9qHZbyTaxCs,Risky,10100,237.14714008059195,10100.0
IEU39NXIu7OLsgzH,Risky,5000,0.0,5000.0
IEXd1yhQhaE31QBD,Risky,1800,0.0,1800.0
IEssYowbAkyqflHd,Bad,1500,0.0,1500.0
IF8qA0t6uMNzT3tM,Good,8400,0.0,8400.0
IFBNsCJx81fZjAyM,Good,5000,0.0,5000.0
IGDcPn7jpHwv9fIK,Good,3000,0.0,3000.0
IGUXF6eWiY4wKA9D,Risky,3800,0.0,3800.0
IHFza7Sso0w8K7EC,Good,20000,1249.4461418963438,20000.0
IHSROySBEgJ71uSc,Good,15000,617.3489435568605,15000.0
IIKt47TaDuUcd2Vp,Good,1000,0.0,1000.0
IIj1wFflDTF2EHun,Risky,4500,0.0,4500.0
IIld35hnRSgDiDM4,Risky,4700,0.0,4700.0
IJIYF00dKMrKeBpA,Risky,1500,299.0641100441115,1500.0
IKLMeHdyxDbz66CB,Good,6200,0.0,6200.0
ILqhEvuA5yMooFx6,Good,15000,1480.9057544593954,15000.0
IMWw2CpFvcoNgbyw,Bad,2700,2923.8366572579466,2700.0
IN7RtmzxddHBGPce,Good,15000,1936.2916504387645,15000.0
INGeUJpibSkllfJY,Risky,5500,0.0,5500.0
INOw8u3lsuw5STUs,Good,2300,110.17749813469794,2300.0
INSHZUyM2x82ZoUE,Good,15000,2387.777984047528,15000.0
INqlNgSpLhQxmtlC,Good,1500,26.281779997883454,1500.0
IOzdJB2XLXZ8YszJ,Risky,900,0.0,900.0
IQ5VmTlEgO5zXyY6,Good,6800,87.72139597555692,6800.0
IQJ8h6B35cKbF28R,Good,10000,694.1773749900776,10000.0
ITIhEwO29ZlEq1tW,Good,15000,3745.508909017593,15000.0
IUFld2MOwWbaIh1a,Risky,5300,298.67622877233947,5300.0
IV2fiMgFXEzc6jQa,Good,15000,1777.455877228583,15000.0
IVHAVjOPD70iyhun,Good,15000,6432.16262397463,15000.0
IW2hqllabaQIDVG1,Risky,6000,0.0,6000.0
IWF3Ugewhj5AdiRr,Risky,3200,0.0,3200.0
IWfUkLeDp8oZ9FHw,Good,4650,135.53343691833237,4650.0
IXnAR1pejFknomq8,Bad,7500,223.52600078885015,7500.0
IYDbvo8HuKnwtR4Z,Risky,600,251.20315733483997,600.0
IYHkNgxpubtaNfD3,Risky,8500,0.0,8500.0
IYQkLBz4M4AgrqU8,Risky,3600,0.0,3600.0
IYpzHcZnA9u6MygU,Risky,6900,809.9335050573515,6900.0
Ia3ffl8WGJZF8cFn,Good,15000,618.6054202993487,15000.0
IaRSCaj1QBliYXYG,Good,2600,146.88755214925862,2600.0
IaS4Z0tu94q5iFdA,Risky,1750,23.08027239504549,1750.0
Iam9gmo9TOujKa9M,Good,1000,158.20633135028973,1000.0
Ib8KR5tBjS0U4lLr,Good,3800,0.0,3800.0
IbG2WxMhhB4NGSid,Risky,500,0.0,500.0
IbGu70wiI6pluCDZ,Good,3400,72.18419653547906,3400.0
IbLHWsoFtMfmnCrx,Good,15000,1340.3771300516496,15000.0
IbiNMPVFTc1p8KFZ,Risky,500,0.0,500.0
IcBrGSfCE1IobkLK,Risky,7700,835.2106324355154,7700.0
IdE8UBk2luuMhj91,Good,6400,827.5089808715095,6400.0
IdxqT3KasUWedVcR,Good,25000,1740.2892409498058,25000.0
IeRTDICOPjpaeIu4,Risky,6000,0.0,6000.0
IeSX98Tvc4Bduofp,Good,6000,36.76568263412941,6000.0
IeTIoePJeDBOTgr0,Good,15000,5503.832534682655,15000.0
IedUg92ZmNeJjimt,Risky,1000,0.0,1000.0
IfvtvuupjNRgbcVC,Good,10000,811.6431004848353,10000.0
IgBk8llJaHJrvxfi,Good,15000,1176.4758657697569,15000.0
IgDMzXCv1lny5Zjp,Good,3500,0.0,3500.0
Igos0yOWmR0BlnMp,Risky,100,76.00193458165248,120.0
Ih5plC7DrcdaUPao,Good,15000,4159.536048610914,15000.0
IhIVu9b4P7EcfBPM,Good,4000,228.41593502912943,4000.0
IhVHeR4DnnUKI3UR,Good,15000,2147.973409034532,15000.0
IibINYt8eQMVkwvO,Good,30000,11747.162409196726,30000.0
IjbOZfso3NUDvGyK,Risky,5000,3720.86522485314,5000.0
Ik9RyO27T1YDWztP,Good,15000,4500.752814149572,15000.0
IkpTaNZpkd1L5al1,Risky,7000,0.0,7000.0
IkqsfMMBO20vDFvU,Bad,3400,0.0,3400.0
IkwMKwIoXjLSyo5y,Risky,6000,0.0,6000.0
Il8ZAVw7JMxvadiL,Good,7500,87.47649105712456,7500.0
In081zUut6fsFzJp,Risky,2300,290.1589299272673,2300.0
In81NjooodDPje68,Risky,3500,0.0,3500.0
IowmjX4KDajlHZxs,Bad,5000,1413.7131295645504,5000.0
Ip0WDQEQsagZ1xOv,Risky,8500,0.0,8500.0
Iq6DkE2pHAOawlSi,Good,20000,738.5679614243905,20000.0
Iqec1KKOjLSnGmGt,Risky,6500,0.0,6500.0
IqshBNlFm49WkJWp,Risky,1000,110.8352379559448,1000.0
Ir6RhWbAI1S2LRzq,Risky,1500,0.0,1500.0
IrLycWtyssHi4tqG,Good,9000,1121.1104672676709,9000.0
IrYEMT5O8cQSbqDu,Risky,8000,0.0,8000.0
Irr6FeaXtL5KIlSH,Risky,1000,0.0,1000.0
IsdieL1IbJxBF7yw,Good,5900,0.0,5900.0
ItkALNHjIygF16Yj,Good,9200,1468.6284031601708,9200.0
IuSerPGFRZjKdgbI,Risky,100,383.2987834793944,120.0
IudxmwHjdevXjrkb,Risky,2300,458.6595790597332,2300.0
IunPFmnzFmJrRuxd,Risky,10000,424.2655047979428,10000.0
IvWjHHx5gFnkO3JV,Bad,2000,167.88667745717282,2000.0
IvYQXeEceThukRSh,Good,3500,65.82650210567168,3500.0
IwJAAViwtpUzxtPu,Good,10000,204.71672676940247,10000.0
IwbIdOrHISozKCno,Good,12200,2251.602205330812,12200.0
IxaAqq5x422AsF2n,Risky,1800,0.0,1800.0
IxknvkS27Rffc7J0,Good,7000,0.0,7000.0
IyPR19oXAFBrIQSx,Good,20000,1571.9182381012254,20000.0
Iz2y8BUBn57EweJJ,Good,10000,519.76444579609,10000.0
IzFTejfrdlgT4MoJ,Risky,8000,0.0,8000.0
IzVNdtsOqHY9uM0w,Bad,900,125.65454172436,900.0
IzlGka3w2cfN7f4w,Risky,3500,0.0,3500.0
IzvDBTq1LmA1SxG6,Risky,2100,0.0,2100.0
J0FFErRNfj6PXizd,Risky,5000,738.5679614243905,5000.0
J0SyNF6dP3qldeYr,Risky,4000,218.02507617206493,4000.0
J13OXQrTpljP9sf7,Risky,3000,0.0,3000.0
J2AISTdbfcdyC02X,Good,10000,1109.3092150922969,10000.0
J2V5BJOswlLBDUnM,Good,2400,0.0,2400.0
J4emte5AEPdgqh7P,Good,15000,388.1843043849371,15000.0
J5KM6VrXlpeiISLM,Good,15000,3532.058611612859,15000.0
J7E2HrNlhz64ViWF,Good,25000,8013.736987901076,25000.0
J7G7iW1zhqHGY8P0,Good,10000,26.281779997883454,10000.0
J7Nd7325BwHOu0I7,Good,15000,1338.913418492038,15000.0
J7faYehQdcjmdwgJ,Risky,5500,615.1166452127401,5500.0
J851aIn6txpQx1qo,Good,11000,2689.978284601572,11000.0
J8R5Emu9RgRl1Kfx,Good,9900,388.62374531779193,9900.0
J8gomFuC7DUpvjU5,Good,15000,3241.483050398678,15000.0
J8rDrRZ7f1rfmqnr,Risky,7200,0.0,7200.0
J931wbF5Bks8Et2J,Good,12400,8896.296328482438,12400.0
J9IYR6xyJKk72A9y,Risky,1200,228.41593502912943,1200.0
JA9Rf5PdFlfhECm5,Bad,2300,42.1696366578935,2300.0
JAK6B6BgncRfoM3m,Good,8000,8946.61803351185,8000.0
JBhLBtfZX6yHFjkG,Risky,6000,0.0,6000.0
JC2kmgFkBvFLebhZ,Bad,4500,128.95729810490732,4500.0
JCVNM8etBBm3nQpV,Good,10300,803.4477875320608,10300.0
JCraoYPVTRTPEwXL,Risky,4000,73.39169290752285,4000.0
JD8Ha1wLp15X0T2u,Good,15000,2342.930571699754,15000.0
JDFrUtyOgLYKyx87,Bad,588,63.83467577178091,588.0
JDWeNAapYtqTdOyf,Good,16100,658.739753951748,16100.0
JDWml1DQTRUm7IWK,Good,7500,47.01672638151595,7500.0
JEwsDnxNreiNKAd7,Good,5000,181.59177864468683,5000.0
JEzLILjvjrUufGTu,Good,3700,26.281779997883454,3700.0
JFJuculqAlSJQ34K,Risky,7700,936.3683727110234,7700.0
JFiGDrBNr1Hwsi8f,Good,3400,293.6344949493232,3400.0
JFjiQMZPMD6u1u9g,Good,12200,2624.120922306652,12200.0
JFpq9HzZq7FBTmWr,Good,3300,0.0,3300.0
JFunXT8iqq4DEHfg,Bad,500,587.2792383465859,500.0
JGMDAS4U7mpTMFcp,Good,11600,286.0286723129575,11600.0
JGyr0VvjUmGX1OYw,Good,13700,2514.827609754912,13700.0
JH0Bipyycbitock3,Good,4000,0.0,4000.0
JH78YOlsTs0VOzaP,Risky,2950,29.07122861986777,2950.0
JHUuB36bg6E7lVf0,Good,9700,7096.2917228561255,9700.0
JIdLcEdUWCw0kQy3,Risky,4000,0.0,4000.0
JIgWjgFMkBgNOOoc,Bad,3500,2675.832474464714,3500.0
JJ7eVPm4UQJbGUbo,Good,4300,206.6369579347633,4300.0
JJMZZcUxvXcLJ3kd,Risky,2000,0.0,2000.0
JJe2FLzAiV2MK5ME,Good,800,113.065289497496,800.0
JKlvw3VZclMFzSPM,Risky,4500,51.16426612825017,4500.0
JKmkKPfSg2W6ozXP,Good,14500,12644.04569938456,29000.0
JKvi7ZziYOHXAc7C,Risky,4000,92.29606615186196,4000.0
JLdoKJHb8skXt6Dy,Risky,1800,263.34834064832256,1800.0
JLoMWPqaN9vS1GWw,Good,2100,66.92256652446954,2100.0
JM6I0OTg3yqrJn8T,Good,8000,0.0,8000.0
JM78WNziiRWgmL8e,Risky,3500,0.0,3500.0
JMMGrC85Iquaiiiu,Risky,6500,0.0,6500.0
JMT9jJB8Lj2c9kpI,Good,4600,464.5269542111301,4600.0
JMTHpjcuHbTvux7s,Risky,3000,0.0,3000.0
JMl2YQHdvzXlCROM,Good,2600,0.0,2600.0
JMnwOc3E1kAlwYKO,Bad,1500,1348.7714621462187,1500.0
JNPvKweVn3DAIEs5,Good,15000,1816.4294448461976,15000.0
JNQ74mx3o5wPNQyd,Risky,2800,167.88667745717282,2800.0
JNa3fIBTxFAN4Rb1,Good,5900,1124.9177577678354,5900.0
JNioIccYKVuYpazI,Good,2300,29.35929569295792,2300.0
JNySXF0OGT7gZYW1,Good,10000,0.0,10000.0
JOIEeYMMzLIIvaXX,Risky,7000,0.0,7000.0
JOeH6QHVOx9msjWZ,Risky,2000,0.0,2000.0
JPMKU6QYni0Zt6r6,Good,14000,2467.220908324477,14000.0
JPrT8XNgcUpQojzw,Bad,15000,149.81568647827785,15000.0
JQOfl7Obikh9oklm,Good,20000,5063.655711335494,20000.0
JQWErcReorrnDDdL,Risky,6250,989.8421731505406,6250.0
JR7C7TLaso2pt9zS,Risky,1000,0.0,1000.0
JRGIvonLtczNgAt4,Good,15000,861.7944121172768,15000.0
JSrI4vFfXv01z7OQ,Risky,16500,0.0,16500.0
JUDNMRoJIpW2Z17Q,Risky,1000,0.0,1000.0
JUQBIp0BZiwXx7ZV,Good,5400,52.292680391155486,5400.0
JUc15yoRQCfBRVQA,Good,2000,661.9578764463024,2000.0
JUcbyWoj1iYVPHqn,Risky,3200,90.06651795659523,3200.0
JUhzeb3XIvMqLVbg,Risky,750,47.01672638151595,750.0
JVG3XleYr2XE7khE,Risky,900,105.68686155628914,900.0
JVT5NMhIoi0jwHa5,Risky,13000,32.88054621451433,13000.0
JVouwKNMRlE3JIrY,Good,3100,60.66287540653834,3100.0
JW7FGlA63TtOiJbD,Risky,9200,4657.265770077212,9200.0
JWOa9U8OBEmsgZrg,Bad,1700,102.20530001599856,1700.0
JWj306yhXgLLXcXb,Risky,5500,0.0,5500.0
JWj3C7gi7RqgiR6b,Good,2000,0.0,2000.0
JWzPqz9GZC1jBvbQ,Risky,750,0.0,750.0
JXBnrbc7j4mLbKaP,Good,9800,1897.147592971843,9800.0
JYcEYBYrKDNvSOCl,Risky,2600,56.760252457043855,2600.0
JYfbjTf4wi7z1CmV,Risky,4500,0.0,4500.0
JYfiz4VbLfDJC3Ei,Risky,850,26.281779997883454,850.0
JYyjdNctPn2RXgYo,Risky,1000,0.0,1000.0
JZVJnbU0WBHZOrln,Good,10000,0.0,10000.0
Ja9w4vE9TvL42aN1,Good,18500,3883.85955358539,18500.0
JaIyLr9ZsDkZ6mOG,Good,500,0.0,500.0
Jbgsi3uHPt6QV6Dy,Good,500,97.46150236891474,500.0
JbhJThmDIeueSfxv,Bad,2600,171.19225707458847,2600.0
JcLIAanMXmmWNtKe,Risky,1000,0.0,1000.0
JccNNQxTzZRv35Un,Good,1100,188.10906122292135,1100.0
JccdZwEExA4vFMKM,Bad,3000,529.4211933569951,3000.0
JcnIwtWTqJKVpz0m,Risky,8000,432.2120073051797,8000.0
Jcrf2QqSrjtFiLUD,Good,2500,32.88054621451433,2500.0
Jd93VKXA2bXdEmFY,Risky,3500,0.0,3500.0
JdBaQEdqxJoonX1b,Good,15000,1643.4371093515613,15000.0
JeIGHvMheDnXMzJy,Good,1800,58.93736645212909,1800.0
Jekz69MGJAMxS0mG,Bad,2500,111.99114227088924,2500.0
Jfbb7Te6g1RWe7Et,Risky,15000,0.0,15000.0
JffaIwsSulG31uj9,Bad,3600,989.8421731505406,3600.0
Jg5vG8745UFLIkXm,Risky,3300,729.8228117858105,3300.0
Jg6cG4S2kgfBDkaZ,Good,5000,0.0,5000.0
JhY01jN94oOMLy6R,Good,25000,4478.826152534457,25000.0
JhkDzxQpqxQBb6VY,Bad,3500,3612.0912765704898,3500.0
Jhq99hFyV2V7UzQ0,Good,14600,1871.6108491305977,14600.0
JiI1R09aiQCaI3JT,Good,20000,3225.526966208691,20000.0
JiNvD9VSiLSwSu56,Risky,1024,110.41497014707396,1024.0
JiT97ytjdSdwYAcL,Risky,9000,706.1823603928256,9000.0
JjJXoPWBWotdmKT7,Good,9800,187.3915378436176,9800.0
Jk6eOfcgFYhjdKH5,Risky,5000,0.0,5000.0
JkFREC2Wrogj68sY,Risky,4037,0.0,4037.0
Jl49PqHfA4mQE6c0,Good,17200,4890.071910537238,17200.0
JlXcNWjmd4FJQ08G,Good,15000,188.5142708951571,15000.0
JmCtxSCX373UbVX7,Risky,2900,0.0,2900.0
Jn0yJIAHfXFtgWzM,Risky,8000,0.0,8000.0
JoJ3hoFjGyt3JvXB,Risky,9000,2168.113055541125,9000.0
JoTpl4qV8gMkVSRe,Risky,9000,0.0,9000.0
JpPjSKwe6McovZLQ,Good,4500,1101.2439692879086,4500.0
JqG05xYASyausOH6,Risky,5000,0.0,5000.0
JqbTS5BiKrmlESm9,Good,14600,6154.5563214502445,14600.0
JridCkZ83NbqBQQW,Risky,9000,1148.4065192739613,9000.0
JshEHDRgOp6V4UAl,Risky,1000,47.01672638151595,1000.0
Jt8qJiS9QZlXFVgZ,Good,15000,825.9166578403839,15000.0
JtFiFg1K7S9CKugI,Risky,2700,423.4211954213523,2700.0
JtQOAGdG4EXz0HwV,Good,10000,543.9531886983665,10000.0
Jtbpuo74SDe5cQmH,Risky,100,65.46837875665177,100.0
JtkBXLCJJHwiY2Xp,Risky,1100,201.13396172697156,1100.0
JuReHASSnjoyw3lv,Good,20000,10090.29887892432,20000.0
JuTRK3OaFKVQyGC9,Good,3150,168.32611839002772,3150.0
JwHg20PEZ80xBSeM,Good,25000,3000.778497139415,25000.0
Jx7RrMmLDQ5E0zyi,Risky,4000,115.46605984693092,4000.0
JyF8JKwTCuBt5Fb4,Good,15000,10326.570740859222,15000.0
Jyc9kgZBh3mwYcXU,Risky,1000,925.2533275041508,1000.0
JysvvzpihBgBbGgo,Good,15000,2709.353900474134,15000.0
Jyw7yt1QC8M1XhTK,Risky,4200,0.0,4200.0
Jz1OKcfr0z4gVj6x,Good,10000,167.88667745717282,10000.0
JzDcrE5XtZKAvZ67,Good,15000,313.88870704557206,15000.0
JzcXuJubZTK1jA5J,Good,100,110.8352379559448,100.0
Jzg5YamBA8QUNd9Z,Good,15000,4890.901373347397,15000.0
K0PzKaJl2K92fTUJ,Risky,3000,52.331894493998085,3000.0
K0dZnH1RoV5QPBCy,Good,2800,0.0,2800.0
K1BMhCn54N0QzPWV,Good,10000,965.8713234647356,10000.0
K1MWf9AjY03K7sFr,Risky,2000,0.0,2000.0
K1tq83EkDsnDeTs3,Good,20000,12643.197620989617,20000.0
K2OKRXA7PsHff05S,Good,6500,51.16426612825017,6500.0
K2c6b8aRAFUi4Swg,Bad,3100,3136.6699841948657,3100.0
K35VwhXuEoVjA8Qn,Good,20000,5926.983760435489,20000.0
K3VQFfaSD89h5uzk,Risky,500,367.6889426409169,500.0
K4AxDycBgVYpuFYy,Risky,1800,0.0,1800.0
K4LYzdht0StMVgZj,Risky,2500,81.46341034524121,2500.0
K4uy6XlRhPBqczaH,Good,4400,0.0,4400.0
K57vG0uBedJIpE6c,Risky,1000,111.99114227088924,1000.0
K5EHU4EXV1R8TeMR,Bad,400,110.67927170266564,400.0
K5YFlRPhpipPysgi,Good,20000,5879.787205978548,20000.0
K5uL668k2x6olU68,Risky,880,73.64057618158729,880.0
K61IlA0TFg1aOikn,Good,4700,0.0,4700.0
K6Y7E1uGivapRLHu,Risky,3500,0.0,3500.0
K7BhH9hDxSOPUJ4n,Bad,4400,169.5733184362217,4400.0
K7L1f0nVSmtWhJjU,Risky,6000,0.0,6000.0
K7ePSjgYsIe2REDb,Good,20000,2222.5638315139067,20000.0
K8ixzIELRNtw1drn,Risky,1700,0.0,1700.0
KC3VkusrvvFnQGZe,Bad,3000,228.76311505337188,3000.0
KCnfRu7AfaElXOOd,Risky,11000,1568.6495602709374,11000.0
KCqQkwPn5WVfrWzZ,Risky,500,137.3055230494792,500.0
KD9NkwqisKnrYlIF,Good,17500,4250.893265879938,17500.0
KDBVT2hawdfKlkvl,Risky,2550,0.0,2550.0
KDW07yz6IAW1msGz,Good,5000,0.0,5000.0
KElMeZoN46YDNlWh,Risky,1700,1578.407705388514,1700.0
KFtWFZuVkFugl1sO,Good,13000,168.32611839002772,13000.0
KGgSvxPEciig158b,Bad,5400,4223.514275176254,5400.0
KHX5j0d62XKNdW4W,Good,25000,740.5645177360001,25000.0
KHZhe9Ox2tC9v3N9,Risky,100,19.04704797258565,100.0
KJn75mtihvN7Ab2m,Good,500,26.281779997883454,500.0
